# Program:featureCounts v2.0.6; Command:"featureCounts" "-t" "transcript" "-g" "gene_id" "-O" "-s" "2" "-R" "BAM" "-p" "--ignoreDup" "--fraction" "-G" "Saccharomyces_cerevisiae.R64-1-1.106.fa" "-T" "4" "-p" "--countReadPairs" "-a" "aymerge.no_LTR.NO_ref_genes.gtf" "-o" "read_counts_aymerge.txt" "./BAM/AY10_S10_L001.sorted.dedup.bam" "./BAM/AY11_S11_L001.sorted.dedup.bam" "./BAM/AY12_S12_L001.sorted.dedup.bam" "./BAM/AY1_S1_L001.sorted.dedup.bam" "./BAM/AY2_S2_L001.sorted.dedup.bam" "./BAM/AY31_S1_L001.sorted.dedup.bam" "./BAM/AY32_S2_L001.sorted.dedup.bam" "./BAM/AY33_S3_L001.sorted.dedup.bam" "./BAM/AY34_S4_L001.sorted.dedup.bam" "./BAM/AY35_S5_L001.sorted.dedup.bam" "./BAM/AY36_S6_L001.sorted.dedup.bam" "./BAM/AY37_S7_L001.sorted.dedup.bam" "./BAM/AY38_S8_L001.sorted.dedup.bam" "./BAM/AY39_S9_L001.sorted.dedup.bam" "./BAM/AY3_S3_L001.sorted.dedup.bam" "./BAM/AY40_S10_L001.sorted.dedup.bam" "./BAM/AY41_S11_L001.sorted.dedup.bam" "./BAM/AY42_S12_L001.sorted.dedup.bam" "./BAM/AY4_S4_L001.sorted.dedup.bam" "./BAM/AY5_S5_L001.sorted.dedup.bam" "./BAM/AY6_S6_L001.sorted.dedup.bam" "./BAM/AY7_S7_L001.sorted.dedup.bam" "./BAM/AY8_S8_L001.sorted.dedup.bam" "./BAM/AY9_S9_L001.sorted.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	./BAM/AY10_S10_L001.sorted.dedup.bam	./BAM/AY11_S11_L001.sorted.dedup.bam	./BAM/AY12_S12_L001.sorted.dedup.bam	./BAM/AY1_S1_L001.sorted.dedup.bam	./BAM/AY2_S2_L001.sorted.dedup.bam	./BAM/AY31_S1_L001.sorted.dedup.bam	./BAM/AY32_S2_L001.sorted.dedup.bam	./BAM/AY33_S3_L001.sorted.dedup.bam	./BAM/AY34_S4_L001.sorted.dedup.bam	./BAM/AY35_S5_L001.sorted.dedup.bam	./BAM/AY36_S6_L001.sorted.dedup.bam	./BAM/AY37_S7_L001.sorted.dedup.bam	./BAM/AY38_S8_L001.sorted.dedup.bam	./BAM/AY39_S9_L001.sorted.dedup.bam	./BAM/AY3_S3_L001.sorted.dedup.bam	./BAM/AY40_S10_L001.sorted.dedup.bam	./BAM/AY41_S11_L001.sorted.dedup.bam	./BAM/AY42_S12_L001.sorted.dedup.bam	./BAM/AY4_S4_L001.sorted.dedup.bam	./BAM/AY5_S5_L001.sorted.dedup.bam	./BAM/AY6_S6_L001.sorted.dedup.bam	./BAM/AY7_S7_L001.sorted.dedup.bam	./BAM/AY8_S8_L001.sorted.dedup.bam	./BAM/AY9_S9_L001.sorted.dedup.bam
MSTRG.337	VIII	16429	17273	+	845	61	43	67	52	121	80	58	97	82	149	128	163	113	94	55	78	116	70	67	97	77	115	149	32
MSTRG.338	VIII	18452	18883	+	432	4	6	8	3	12	13	4	11	10	16	5	9	6	12	2	7	15	7	5	2	2	5	7	1
MSTRG.339	VIII	74579	75022	-	444	4	31	47	6	13	9	32	5	67	13	23	6	13	7	40	38	7	32	36	9	9	23	25	5
MSTRG.340	VIII	98450	98981	+	532	20	20	24	14	38	28	19	45	20	40	40	42	32	43	10	33	34	20	15	22	15	40	39	13
MSTRG.341	VIII	121816	122468	+	653	16	13	26	6	12	5	5	9	14	17	27	10	15	10	8	25	11	20	20	14	13	23	15	5
MSTRG.342	VIII	150775	151077	-	303	7	5	2	7	19	10	2	12.50	4	14	14	13	10	9	4	11	9	7	3	11	11	9	19	3
MSTRG.343	VIII	194884	195252	-	369	17	14	20	6	40	24	17	21	22	44	41	44	30	22	7	19	40	19	8	34	16	29	33	13
MSTRG.344	VIII	201484	204444	+	2961	51	37	67	55	148	90	125	104	169	152	113	136	91	89	89	110	105	81	111	108	95	95	153	35
MSTRG.345	VIII	238234	238828	-	595	13	17	30	10	27	11	17	7	22	18	25	20	18	14	18	26	15	18	19	21	18	34	53	7
MSTRG.346	VIII	241849	242206	-	358	35	17	39	27	53	35	29	31	22	47	35	47	22	24	18	19	30	27	34	50	38	30	19	12
MSTRG.347	VIII	249725	250222	-	498	10	9	29	15	43	21	15	30	26	27	43	40	38	24	17	26	29	16	26	28	27	28	44	11
MSTRG.348	VIII	262100	262404	+	305	4	16	9	1	6	3	4	1	4	6	6	5	3	3	5	14	2	16	9	5	5	6	10	2
MSTRG.349	VIII	271690	272398	-	709	341	510	788	301	853	685	925	607	1083	1396	1284.50	1274	1126	830	674	1212	847	939	791	843.50	739	1069	1329	288
MSTRG.350	VIII	273817	274068	-	252	4	6	0	0	0	0	2	0	3	12	8	16	3	1	1	4	1	2	0	11	8	9	11	2
MSTRG.351	VIII	280365	280731	-	367	0	2	3	1	2	1	3	1	1	3	7	0	3	4	4	6	3	1	2	4	4	8	7	1
MSTRG.352	VIII	289106	289801	-	696	39	22	27	23	77	67	128	47	151	67	53	76	54	63	97	62	92	42	103	46	23	56	54	20
MSTRG.353	VIII	290034	290503	+	470	3	0	3	3	8	5	4	5	6	6	9	5	2	11	1	8	4	3	4	8	5	7	10	4
MSTRG.354	VIII	293890	294616	+	727	15	13	28	13	41	16	25	17	12	49	28	35	38	20	12	17	26	20	21	35	45	40	56	10
MSTRG.355	VIII	356131	358175	-	2045	144	115	174	115	303	182	190	204	233	238	177	260	174	233	159	294	277	227	173	190	198	181	272	94
MSTRG.356	VIII	364271	365024	+	754	8	14	22	7	27	13	10	19	18	26	19	18	15	21	14	31	23	11	12	18	14	35	27	8
MSTRG.357	VIII	379640	379905	+	266	4	4	8	8	9	5	9	3	3	5	11	9	3	8	4	6	2	6	10	9	6	11	16	2
MSTRG.358	VIII	464173	465285	-	1113	46	74	107	48	121	56	53	49	77	106	108	95	80	64	67	102	72	83	66	91	84	118	136	29
MSTRG.359	VIII	466132	466516	+	385	3	10	16	3	16	11	10	4	16	20	26	17	21	14	10	21	19	8	15	19	12	18	29	2
MSTRG.360	VIII	483946	484586	-	641	57	58	104	49	150	62	73	76	81	146	147	151	161	104	115	119	109	115	120	129	157	219	370	39
MSTRG.361	VIII	516665	517086	-	422	1	3	4	1	3	3	2	1	0	6	9	4	4	1	0	8	4	3	3	7	6	14	12	2
MSTRG.362	VIII	522187	522552	+	366	4	6	9	4	5	7	8	6	17	7	5	11	7	7	7	19	6	8	9	3	2	10	14	1
MSTRG.363	VIII	523052	523741	+	690	60	59	74	41	151	114	100	89	136	204	165	148	136	139	60	143	122	84	77	112	115	154	235	42
MSTRG.364	VIII	529097	529340	-	244	4	7	16	3	16	8	9	4	20	21	16	14	15	7	9	16	10	16	15	14	12	24	24	6
MSTRG.365	VIII	530731	535741	-	5011	10	12	18	8	17	18	16	18	19	39	46	40	25	26	17	29	40	20	10	29	25	37	50	4
MSTRG.366	VIII	549805	550738	+	934	0	0	4	6	7	2	0	5	3	3	4	7	0	3	5	3	4	1	2	1	2	5	1	3
MSTRG.367	VIII	556209	556527	-	319	3	3	8	1	6	3	5	11	8	18	32	26	15	9	2	12	11	5	3	12	38	17	82	1
MSTRG.368	VIII	557940	559574	-	1635	1	1	5	2	1	1	3	1.50	1	0	3.50	2	2	1	1	0	3	0	0	1.50	1	3	4	1
MSTRG.369	X	2459	6931	+	4473	1	5	3	1	9	6	1	1	1	2	2	3	2	1	3	0	1	2	1	4	4	0.50	3	0
MSTRG.370	X	19667	20305	-	639	0	1	1	0	0	0	1	0	1	2	0	0	0	1	0	1	1	0	1	0	0	0	0	1
MSTRG.371	X	24469	24706	+	238	3	1	1	2	9	4	1	5	2	4	1	9	5	6	1	3	4	3	4	5	6	7	1	2
MSTRG.372	X	25352	26886	+	1535	136	54	80	133	380	145	86	147	102	259	150	214	130	179	71	84	212	85	102	279.50	271	261	275	133
MSTRG.373	X	27026	31121	-	4096	42	57	119	45	138	62	77	76	103	218	187	159	187	101	104	129	90	108	105	140	186	252	463	31
MSTRG.374	X	31230	31577	+	348	0	2	0	2	2	0	1	1	1	2	1	2	0	2	0	1	1	2	6	1	2	2	1	0
MSTRG.375	X	116019	117100	+	1082	7	23	34	8	22	19	19	17	35	30	26	23	26	22	21	57	18	27	23	21	17	23	35	6
MSTRG.376	X	119540	120000	+	461	6	4	7	3	24	8	5	13	12	18	15	29	13	7	4	14	14	9	6	23	14	9	20	4
MSTRG.377	X	126832	129050	+	2219	379	807	1290	291	814	570	816	518	1052	461	382	440	380	709	717	1913	730	1382	755	321	299	375	532	250
MSTRG.378	X	180522	181133	+	612	12	2	13	16	29	15	15	14	15	28	24	27	22	16	4	15	20	16	10	29	23	30	23	7
MSTRG.379	X	220086	220664	-	579	7	4	10	8	28	6	10	21	12	40	47	40	40	17	4	16	30	8	10	21	23	34	49	7
MSTRG.380	X	223820	224038	+	219	1	2	3	0	4	3	3	1	6	8	11	5	7	4	5	5	6	3	3	3	4	12	12	3
MSTRG.381	X	224238	227079	-	2842	132	118	198	91	237	153	163	147	222	396	374	328	344	239	164	283	266	204	196	291	272	432	619	83
MSTRG.382	X	236757	237135	-	379	2	6	6	2	7	3	7	1	14	9	16	11	12	6	5	9	9	12	9	11	12	14	21	0
MSTRG.383	X	278310	278801	-	492	29	28	32	24	45	35	35	35	35	126	115	127	96	55	30	49	51	45	26	112	72	106	147	14
MSTRG.384	X	337467	337813	+	347	0	6	12	2	6	7	17	7	11	5	13	13	9	7	8	11	2	7	10	8	4	9	13	0
MSTRG.385	X	375053	375841	+	789	16	18	27	23	31	20	12	14	21	39	44	38	35	25	20	31	40	20	16	43	26	59	33	13
MSTRG.386	X	376189	376651	-	463	3	7	6	4	11	7	4	6	10	8	7	4	9	3	2	9	5	9	5	3	7	4	6	1
MSTRG.387	X	415139	415429	+	291	9	6	1	9	12	4	4	13	3	11	9	10	7	4	3	7	8	2	12	15	4	18	5	5
MSTRG.388	X	445246	445690	-	445	55	51	64	46	107	77	33	53	60	135	106	117	116	100	41	112	101	87	33	105	90	107	136	34
MSTRG.389	X	460815	461579	-	765	17	10	24	11	36	18	16	15	10	51	41	32	42	21	11	20	20	20	10	32	25	47	43	10
MSTRG.390	X	539479	540483	-	1005	20	22	42	27	68	34	25	29	46	36	40	38	27	39	33	46	49	36	35	48	23	40	52	15
MSTRG.391	X	619869	620613	+	745	3	3	8	1	7	12	5	15	5	20	15	13	16	15	11	10	17	7	13	9	8	12	8	4
MSTRG.392	X	626960	628728	-	1769	190	123	192	171	476	363	216	319	238	448	349	496	340	379	153	302	457	200	163	370	331.50	313	503	126
MSTRG.393	X	639026	639383	-	358	6	13	11	10	19	7	4	12	2	31	17	28	14	9	7	9	18	9	7	24	18	17	28	4
MSTRG.394	X	646571	649505	+	2935	7055	5603	8411	6444.50	13882	9863	7692	11040	9460.50	18169	16004	16074	14720	13316	6532	11025.50	13399	9600	6707	11593.50	10483	13884.50	15043	7317
MSTRG.395	X	709961	710423	+	463	2	5	4	3	10	5	6	9	5	14	6	6	9	8	10	3	7	2	11	13	11	7	11	0
MSTRG.396	X	711280	711795	+	516	2	2	2	6	3	2	6	3	6	11	6	7	8	7	4	7	3	1	11	8	7	6	14	0
MSTRG.397	X	716244	717580	-	1337	89	56.50	85	80	185	100	109	103	130	222	162	162	143	128	96	138	160	117	98	116	145	161	237	63
MSTRG.398	X	717832	719382	+	1551	47	32	76	51.50	109	60	61	75	80.50	116	74	120	65	88	60	107.50	100	70	63	91	118	77	109	26
MSTRG.399	X	721103	725480	-	4378	315	1203.50	1904	324	702	436	2199	399	2674	449	518	435	460	465	1850.50	2524	577	1969	2195	493	375.50	460	673	209
MSTRG.400	X	730569	734257	-	3689	2	2	1	1	3	1	1	0	1	2	3	1	0	1	1.50	0	0	0	2	7	4	2	7	3
MSTRG.401	X	734320	734620	+	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.402	X	741784	742629	+	846	8	6	14	4	9	6	12	8	14	18	14	12	5	6	7	16	10	7	13	11	8	14	25	2
MSTRG.403	XI	5988	7784	-	1797	9	222	526	25	32	25	434	22	620	16	13	10	13	27	436	827	33	465	491	9	6	15	19	12
MSTRG.404	XI	8127	8547	-	421	1	1	0	1	2	0	7	1	9	1	0	2	0	2	7	1	2	2	11	1	1	1	2	0
MSTRG.405	XI	11396	14387	+	2992	9	5	16	9	34	10	33	12	52	34	35	30	17	23	65	19	29	21	80	17	9	22	18	4
MSTRG.406	XI	18110	21654	+	3545	191	207	311	168	455	234	255	263	371	489	506	432	457	308	222	481	371	377	233	480	386	559	598	127
MSTRG.407	XI	88711	89003	+	293	12	13	23	7	19	12	24	16	26	31	26	24	29	20	17	27	27	20	24	22	8	31	34	6
MSTRG.408	XI	92029	92544	-	516	6	8	12	6	18	6	18	9	19	27	18	24	17	10	7	14	14	12	8	18	25	15	31	3
MSTRG.409	XI	93858	94433	-	576	0	4	6	3	2	6	9	4	13	13	9	19	13	4	3	14	8	10	4	9	9	14	26	4
MSTRG.410	XI	136369	137641	+	1273	31	11	24	25	82	42	42	51	55	35	26	48	31	53	24	49	62	24	32	36	32	21	40	23
MSTRG.411	XI	143046	144061	+	1016	40	58	72	60	128	62	73	65	90	96	169	116	132	95	63	127	81	100	59	103	80	115	144	36
MSTRG.412	XI	150607	152974	+	2368	118	255	323	116	286	181	306	172	425	381	435	392	372	218	254	507	263	355	294	338	256	389	483	76
MSTRG.413	XI	230296	230942	+	647	12	6	14	5	17	10	31	6	28	15	30	14	16	11	16	22	13	7	16	9	7	13	12	4
MSTRG.414	XI	259961	260651	-	691	8	7	4	3	18	3	7	5	9	11	13	5	7	8	6	15	8	7	9	9	11	16	23	1
MSTRG.415	XI	270789	271847	-	1059	118	82	159	81	244	149	165	141	187	208	199	236	169	187	116	222	224	143	127	183	135	176	231	81
MSTRG.416	XI	303225	304820	+	1596	53	51	100	38	105	68	75	49	80	97	89	106	72	81	65	114	94	81	73	113	68	86	86	33
MSTRG.417	XI	306304	307069	-	766	198	143	243	206	521	380	326	335	426	465	418	445	381	427	212	410	486	259	272	368	331	324	431	145
MSTRG.418	XI	308316	308767	-	452	8	13	9	6	21	11	6	9	15	19	21	21	21	10	4	15	11	13	9	19	8	21	32	5
MSTRG.419	XI	322196	322910	-	715	1	5	6	3	14	2	2	3	6	17	13	8	15	5	4	0	6	5	3	15	15	12	18	4
MSTRG.420	XI	355631	356238	-	608	3	2	6	0	8	3	8	5	10	13	14	10	12	4	14	8	7	7	11	6	6	13	15	1
MSTRG.421	XI	368886	369120	-	235	5	5	4	3	5	2	7	3	9	15	7	10	4	5	5	3	10	4	7	4	3	7	7	1
MSTRG.422	XI	378964	379667	+	704	4	0	1	4	8	3	3	2	2	14	13	9	7	5	2	2	4	1	4	15	18	19	38	1
MSTRG.423	XI	462970	463384	-	415	0	3	9	1	9	4	5	4	14	1	1	1	1	3	14	11	2	5	18	2	2	4	1	2
MSTRG.424	XI	466293	469424	+	3132	216	153	238	151	461	300	252	288	351	481	350	452	348	349	233	342	414	226	258	331	331	385	529	158
MSTRG.425	XI	514683	515036	-	354	8	5	12	11	25	18	14	9	22	7	9	7	6	10	18	15	6	9	24	13	6	10	8	11
MSTRG.426	XI	535972	536453	.	482	129	131	213	141	336	244	204	212	315	430	330	392	321	235	191	287	269	224	216	374	310	354	496	106
MSTRG.427	XI	578471	578860	+	390	8	7	17	9	17	5	6	12	4	15	17	23	22	12	1	18	15	12	2	15	12	17	16	6
MSTRG.428	XI	581373	581688	-	316	3	3	1	6	6	3	7	3	0	4	7	1	5	5	2	7	6	4	5	0	4	4	13	1
MSTRG.429	XI	619001	619331	+	331	43	45	45	29	73	61	35	61	35	68	64	53	67	65	21	59	70	43	26	67	37	79	58	30
MSTRG.430	XI	630843	631059	-	217	3	3	18	2	7	6	15	10	11	23	27	10	26	13	10	11	13	7	5	6	12	21	20	2
MSTRG.431	XI	642982	645878	+	2897	250	165	301	240.50	446	300.50	274	344	359	703	595	684	523	513	264	479	532	355	234	476	427	448	777	156
MSTRG.432	XI	649954	650431	-	478	12	10	15	5	29	11	15	14	19	25	16	17	22	14	9	22	14	14	14	22	17	16	13	6
MSTRG.433	XI	650484	653056	+	2573	236	172	279	238	599	345.50	243	332	344	536	413	488	342	331	230	466	436	317	235	442	478	436	670	133
MSTRG.434	XI	658337	660601	+	2265	33	26	53	42.50	115	44	29	49	29	67	68	69	77	55	33	56	50	36	42	100	109	125	127	36
MSTRG.435	XI	661337	662544	-	1208	31	109	196	24	91	65	56	63	78	91	84	88	91	54	46	256	88	247	48	77	61	108	119	27
MSTRG.436	XI	663687	665353	+	1667	19	16	21	18	56	17	19	20	26	42	30	30	36	20	38	25	32	25	32	50	45	80	94	15
MSTRG.437	XI	665924	666314	-	391	1	3	2	2	3	3	0	2	6	4	3	4	3	0	1	2	0	0	3	7	6	8	18	0
MSTRG.438	XII	8547	11548	+	3002	0	2	2	0	0	0	2	0	4	2	1	4	2	1	0	4	2	0	1	2	3	3	8	0
MSTRG.439	XII	28729	29647	-	919	9	6	11	14	24	7	13	7	17	7	14	7	9	13	11	15	10	10	13	6	15	17	15	8
MSTRG.440	XII	49225	49646	-	422	6	5	8	2	7	6	8	2	6	11	13	13	8	8	9	10	6	7	9	7	7	11	14	2
MSTRG.441	XII	92796	94447	+	1652	62	73	126	61	208	106	91	108	166	130	108	124	85	128	115	164	159	123	126	159	109	165	175	44
MSTRG.442	XII	168452	168774	+	323	0	23	24	0	0	0	0	0	1	0	1	0	0	0	0	34	1	44	0	0	0	0	0	0
MSTRG.443	XII	193681	194106	+	426	1	2	6	5	14	7	1	9	7	8	9	2	5	4	3	3	4	6	7	7	11	9	11	4
MSTRG.444	XII	219924	220288	-	365	50	49	117	63	221	86	77	82	77	43	51	9	16	43	87	44	35	26	115.50	59	64.50	112	104	42
MSTRG.445	XII	222287	222673	+	387	13	11	6	6	24	21	15	29	22	38	30	46	44	27	11	15	43	26	6	24	11	27	19	2
MSTRG.446	XII	223376	223673	-	298	5	8	16	5	19	18	32	16	21	27	27	21	29	13	9	28	18	19	22.50	11	15	24	29	4
MSTRG.447	XII	224233	224681	+	449	11	9	21	11	44	13	12	20	24	22	17	24	13	20	17	20	23	20	23	20	19	20	14	7
MSTRG.448	XII	230805	231256	+	452	2	14	32	2	8	5	17	6	25	4	1	3	3	4	25	16	7	17	38	0	0	6	3	5
MSTRG.449	XII	253585	253804	-	220	1	3	5	3	3	1	1	4	1	3	2	2	1	3	0	3	3	0	0	2	1	4	6	0
MSTRG.450	XII	274206	275242	+	1037	30	23	34	15	45	30	31	33	37	55	70	51	56	32	33	45	46	35	26	33	25	49	80	25
MSTRG.451	XII	315758	315977	-	220	1	4	7	11	22	20	12	12	12	29	44	32	22	16	8	26	25	11	12	29	25.50	29	46	6
MSTRG.452	XII	323199	323524	-	326	20	12	9	10	30	10	12	12	19	27	19	21	21	25	9	18	15	9	14	23	16	26	32	11
MSTRG.453	XII	392921	393200	-	280	6	4	8	7	16	8	11	18	15	11	6	16	11	13	11	9	16	12	11	9	6	13	8	8
MSTRG.454	XII	394059	394584	+	526	17	10	20	10	60	21	15	20	20	30	29	31	21	32	16	22	29	18	24	25	36	44	38	10
MSTRG.455	XII	449746	451207	+	1462	23	25	64	17	60	27	45	31	61	81	78	75	74	45	43	79	66	57	47	59	53	58	90	16
MSTRG.456	XII	451417	451753	+	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
MSTRG.457	XII	458676	459675	.	1000	6	4	6.50	8	11.50	12	14	11	8.50	19	11.50	12	9	6	3.50	5.50	8	7	2.50	12	5	9.50	8.50	3.50
MSTRG.458	XII	460456	460656	-	201	33	7	11	24	105	13	6	23	2	37	39	33	25	15	3	15	21	16	6	48	69	23	36	16
MSTRG.459	XII	467812	468812	+	1001	5	5	6.50	7	10.50	7	3	6	3.50	9	6.50	8	6	4	3.50	4.50	6	3	2.50	9	2	6.50	4.50	3.50
MSTRG.460	XII	489612	490492	-	881	9	6	16	10	45	144	208	169	202	193	171	42	191	157	10	154	61	153	29	34	41	25	26	12
MSTRG.461	XII	490898	491779	+	882	56	36	61	46	105	81	53	66	91	100	75	99	64	70	45	69	84	58	50	82	59	81	85	28
MSTRG.462	XII	498122	498806	-	685	11	22	38	14	27	13	22	15	31	16	37	16	34	10	33	63	19	37	41	12	11	40	22	6
MSTRG.463	XII	542132	543574	+	1443	10	66	97	7	29	20	89	21	94	19	35	34	44	23	35	137	20	90	80	19	12	37	14	6
MSTRG.464	XII	566721	567744	+	1024	10	9	13	9	15	19	13	18	11	34	45	38	48	20	12	26	38	11	8	25	23	60	63	5
MSTRG.465	XII	603081	603712	-	632	21	38	58	14	51	37	65	48	83	15	15	23	32	39	55	83	29	55	62	15	8	12	13	16
MSTRG.466	XII	614221	614692	-	472	15	25	22	10	36	14	4	19	11	30	16	17	17	14	14	17	18	13	14	21	17	26	17	11
MSTRG.467	XII	665209	665492	-	284	7	4	6	1	13	7	12	10	14	19	14	16	13	12	3	13	6	10	6	12	12	13	12	1
MSTRG.468	XII	673384	673991	+	608	178	64	106	240	698	277	323	340	270	471	331	288	314	311	97	224	208	144	89	387	454	254	307	131
MSTRG.469	XII	682337	682628	-	292	2	8	4	6	9	6	1	9	6	6	12	9	8	6	2	5	12	3	4	10	7	14	8	0
MSTRG.470	XII	789689	790404	-	716	2	20	32	5	16	12	30	12	44	8	8	12	2	6	19	65	8	35	16	4	2	4	6	2
MSTRG.471	XII	791916	793472	-	1557	8	96	166	5	17	13	87	14	118	25	23	22	21	20	89	193	23	145	90	18	14	29	28	14
MSTRG.472	XII	807234	808642	-	1409	64	26	51	52	146	94	45	94	44	210	222	187	198	105	39	59	159	33	31	155	94	212	288	54
MSTRG.473	XII	809104	809392	+	289	13	6	11	8	18	11	9	9	9	43	33	31	28	12	6	22	9	13	9	26	13	23	28	5
MSTRG.474	XII	854731	855171	+	441	8	8	10	4	15	8	7	7	10	16	13	16	17	20	4	12	11	8	6	15	17	11	17	2
MSTRG.475	XII	1001830	1002149	-	320	4	5	13	3	11	9	4	8	9	11	5	9	6	6	5	13	5	7	6	9	13	12	8	5
MSTRG.476	XII	1030039	1030600	-	562	11	27	54	9	24	27	50	22	72	46	54	57	49	27	25	71	27	62	27	29	19	47	60	9
MSTRG.477	XII	1061664	1062659	+	996	11	7	10	5	9	7	40	9	50	1	2	2	4	7	47	20	5	20	44	3	12	5	5	4
MSTRG.478	XII	1064947	1065236	.	290	104	100	108	42	189	142	154	129	160	328	278	296	221	240	88	207	291	216	94	245	220	242	441	78
MSTRG.479	XIII	4783	6309	+	1527	6	11	10	1	7	6	12	10	14	19	10	19	13	20	4	15	8	10	5	12	9	16	23	4
MSTRG.480	XIII	8848	9748	-	901	11	7	14	9	16	12	7	13	16	19	14	25	9	13	19	15	11	12	21.50	22	19	20	28	4
MSTRG.481	XIII	13433	14287	+	855	34	21	24	32	113	35	26	68	26	107	70	99	65	82	13	37	65	31	20	57	59	71	64	19
MSTRG.482	XIII	31782	32032	-	251	1	14	30	1	4	2	5	6	5	3	2	5	0	3	6	18	4	17	13	5	2	1	3	1
MSTRG.483	XIII	45955	46665	-	711	39	15	36	36	84	49	26	63	37	102	89	95	88	72	29	40	64	25	23	104	84	87	98	28
MSTRG.484	XIII	100129	101279	+	1151	18	23	32	14	28	25	33	9	20	28	36	31	43	20	30	57	25	28	44	26	32	41	77	5
MSTRG.485	XIII	119387	120085	-	699	98	54	113	118	339	124	67	110	92	253	144	189	129	133	102	111	108	61	84	207	240	189	237	67
MSTRG.486	XIII	122150	122962	-	813	22	23	36	22	62	22	34	17	38	32	30	38	32	29	36	38	27	19	42	45	59	55	68	11
MSTRG.487	XIII	140368	141681	+	1314	30	43	88	25	82	51	86	44	113	69	64	63	56	51	66	116	80	112	61	52	33	74	60	17
MSTRG.488	XIII	164444	164673	-	230	6	5	5	1	3	8	4	4	9	8	9	13	9	9	3	7	1	4	3	6	4	8	12	1
MSTRG.489	XIII	258683	259009	-	327	24	40	60	17	62	19	28	31	28	52	32	54	31	39	36	47	34	50	61	51	37	63	61	18
MSTRG.490	XIII	259319	260026	-	708	50	506	666	36	102	78	230	61	223	79	68	65	63	76	132	890	111	640	160	73	47	66	69	32
MSTRG.491	XIII	277750	279839	+	2090	66	86	101	51	168	93	101	125	111	300	318	208	227	140	80	147	145	123	92	181	90	277	238	73
MSTRG.492	XIII	306425	306654	-	230	0	0	2	1	2	2	0	1	0	2	3	2	2	1	0	2	1	1	1	1	2	4	10	0
MSTRG.493	XIII	306855	307518	-	664	1	1	4	1	2	1	3	8	4	14	15	13	8	8	6	13	8	4	2	10	9	5	25	3
MSTRG.494	XIII	309013	310070	+	1058	21	10	15	19	41	23	9	20	14	42	29	42	43	27	11	27	31	13	6	33	33	51	70	9
MSTRG.495	XIII	311637	312081	-	445	6	14	20	9	32	19	18	14	26	30	22	17	27	16	26	27	22	21	27	24	11	23	26	9
MSTRG.496	XIII	336885	337518	-	634	13	12	24	8	32	42	23	42	25	42	46	51	40	50	19	30	49	21	14	28	21	24	55	16
MSTRG.497	XIII	371277	372190	+	914	8	10	8	8	26	16	15	11	20	20	18	25	26	15	7	19	13	14	7	13	9	23	24	8
MSTRG.498	XIII	433201	434565	-	1365	52	13	29	33	96	45	6	38	13	118	79	89	52	56	11	44	53	31	25	106	62	52	78	25
MSTRG.499	XIII	438843	439182	-	340	6	3	7	3	10	3	8	9	12	22	15	9	11	4	9	6	14	6	10	11	15	13	14	1
MSTRG.500	XIII	464984	465610	+	627	12	6	6	9	23	11	5	13	14	18	8	14	12	16	13	11	10	9	8	17	21	8	9	5
MSTRG.501	XIII	480803	481048	+	246	9	16	24	6	22	15	27	11	31	22	42	34	37	16	19	27	14	37	24	21	17	26	26	7
MSTRG.502	XIII	500987	502938	+	1952	67	53	77	63	147	112	99	96	102	157	126	128	149	132	49	140	159	96	53	112	82	115	115	36
MSTRG.503	XIII	512328	513463	+	1136	27	41	43	27	72	34	36	42	38	65	67	53	51	48	53	37	58	46	27	61	30	44	57	12
MSTRG.504	XIII	535954	537575	-	1622	103	69	110	96	168	110	90	129	122	262	182	228	175	154	80	139	185	110	75	162	126	205	242	67
MSTRG.505	XIII	545299	545715	-	417	1	3	9	6	13	6	5	10	5	22	18	25	22	14	0	9	16	4	12	14	13	13	9	4
MSTRG.506	XIII	573439	573891	-	453	17	14	9	19	36	19	19	18	18	29	24	30	23	15	10	18	18	7	19	32	25	25	18	8
MSTRG.507	XIII	592437	592854	+	418	24	16	29	10	31	44	66	49	76	17	5	14	9	45	21	38	48	34	41	6	9	1	5	16
MSTRG.508	XIII	610368	611015	+	648	24	38	65	21	70	38	37	33	69	58	60	38	40	48	43	67	35	53	54	38	38	62	56	25
MSTRG.509	XIII	675014	675430	+	417	15	16	21	17	44	29	28	35	27	38	27	37	17	40	26	30	20	25	29	26	25	20	21	10
MSTRG.510	XIII	675602	675882	-	281	6	10	15	6	18	6	6	11	9	18	16	14	18	7	10	11	9	13	11	9	18	17	37	3
MSTRG.511	XIII	683642	684386	-	745	45	27	54	36	94	36	36	35	36	105	104	79	78	54	36	42	49	26	45	119	86	107	147	19
MSTRG.512	XIII	701267	701550	-	284	11	7	14	9	22	13	9	15	8	17	17	17	21	15	2	20	8	6	9	19	22	21	37	9
MSTRG.513	XIII	731445	732135	+	691	9	5	9	14	38	18	6	14	7	37	15	22	20	13	3	5	22	7	5	22	13	16	19	16
MSTRG.514	XIII	759051	759333	-	283	19	4	8	8	54	28	9	40	4	114	47	86	51	95	2	10	63	15	2	38	33	23	19	18
